,name,brand,rating,price,processor_brand,num_processor,processor_speed,ram,memory_inbuilt,battery_capacity,charger,charging,display_size_inches,pixel,resolution_width,resolution_height,ppi,frequency_display_hz,primary_front_camera,secondry_front_camera,primary_rear_camera,secondry_rear_camera,os_brand,version,memory_card_upto,sim,is_5G,is_wifi
325,Lenovo Ideapad Duet Chromebook (Wi-Fi Only),Lenovo,4.5,19999,Helio,8.0,1.99,4,128.0,7000.0,,,10.1,1920x1200,1920.0,1200.0,224.17,,2.0,,8.0,,,,,,not_available,Wi-Fi
326,Lenovo Tab M8 FHD (2nd Gen) Tablet (2GB RAM + 32GB),Lenovo,4.45,6900,Helio,8.0,2.0,2,32.0,5100.0,,,8.0,1920x1200,1920.0,1200.0,283.02,,5.0,,,,,,,Single Sim,not_available,Wi-Fi
327,Lenovo Tab M8 FHD (2nd Gen) Tablet,Lenovo,4.5,14494,Helio,8.0,2.0,3,32.0,5100.0,,,8.0,1920x1200,1920.0,1200.0,283.02,,5.0,,,,,,,Single Sim,not_available,Wi-Fi
328,Apple iPad 8th Gen 10.2 2020 Tablet (WiFi+32GB),Apple,4.7,29475,Apple,6.0,2.5,3,32.0,,,,10.2,1620x2160,1620.0,2160.0,264.71,,1.2,,8.0,,iPadOS,14.0,Not_available,,not_available,Wi-Fi
329,Lenovo Tab M10 HD Tablet (3GB RAM + 32GB),Lenovo,4.5,9000,Snapdragon,8.0,1.8,3,32.0,4850.0,,,10.1,1280x800,1280.0,800.0,149.45,,2.0,,5.0,,,,256GB,Single Sim,not_available,Wi-Fi
330,Acer One 10 T4-129L Tablet,Acer,4.15,11990,Helio,4.0,1.5,3,32.0,5800.0,,,10.0,800x1280,800.0,1280.0,150.94,,,,5.0,,,,Supported,Single Sim,not_available,Wi-Fi
331,Lenovo Tab M10 HD Tablet (2GB RAM + 16GB),Lenovo,4.65,6897,Snapdragon,8.0,1.8,2,16.0,4850.0,,,10.1,1280x800,1280.0,800.0,149.45,,2.0,,5.0,,,,256GB,Single Sim,not_available,Wi-Fi
332,Lenovo Tab M7 (2nd Gen) Tablet,Lenovo,4.25,6900,Helio,4.0,1.3,2,32.0,3500.0,,,7.0,1024x600,1024.0,600.0,169.55,,2.0,,2.0,,,,128GB,Single Sim,not_available,Wi-Fi
333,Lenovo Tab P11 Pro,Lenovo,4.4,42999,Snapdragon,8.0,2.2,6,128.0,8600.0,,,11.5,2560x1600,2560.0,1600.0,262.51,,8.0,8.0,13.0,5.0,,,256GB,Single Sim,not_available,Wi-Fi
334,Swipe Slate 2 Tablet,Swipe,4.1,8899,MT8765B,4.0,1.28,2,16.0,5000.0,,,10.1,1280x720,1280.0,720.0,145.41,,5.0,,8.0,,,,128GB,Dual Sim,not_available,Wi-Fi
335,Samsung Galaxy Tab A7 2020,Samsung,4.45,19990,Snapdragon,8.0,2.0,3,32.0,7040.0,,Fast,10.4,1200x2000,1200.0,2000.0,224.27,,5.0,,8.0,,,,1TB,Single Sim,not_available,Wi-Fi
336,Apple iPad Pro 11 2020 Tablet (1TB),Apple,4.5,120169,A12Z,8.0,2.5,6,1000.0,,,,11.0,1668x2388,1668.0,2388.0,264.81,120.0,7.0,,12.0,10.0,iOS,14.0,Not_available,Single Sim,not_available,Wi-Fi
337,iBall Slide Skye 03 Tablet,iBall,4.45,4500,Quad,4.0,1.3,1,8.0,2800.0,,,7.0,600x1024,600.0,1024.0,169.55,,0.3,,2.0,,,,64GB,Dual Sim,not_available,Wi-Fi
338,Swipe Strike Tablet,Swipe,4.05,5999,Helio,4.0,1.28,3,32.0,3000.0,,,7.0,600x1024,600.0,1024.0,169.55,,2.0,,5.0,,,,128GB,Dual Sim,not_available,Wi-Fi
339,Lenovo Tab V7 Tablet (2GB RAM + 16GB),Lenovo,4.65,7369,Snapdragon,8.0,1.8,2,16.0,5180.0,,,6.9,1080x2160,1080.0,2160.0,349.99,,5.0,,13.0,,,,256GB,Dual Sim,not_available,Wi-Fi
340,iKall N5 Plus Tablet,iKall,4.5,4499,Quad,4.0,1.0,2,16.0,3000.0,,,7.0,1024x600,1024.0,600.0,169.55,,2.0,,5.0,,,,Supported,Dual Sim,not_available,Wi-Fi
341,DOMO Slate SL36 Tablet,DOMO,4.65,6999,Cortex,4.0,1.5,2,32.0,5020.0,,,10.1,1280x800,1280.0,800.0,149.45,,5.0,,8.0,,,,128GB,Dual Sim,not_available,Wi-Fi
342,iBall iTAB BizniZ Tablet,iBall,4.5,9990,Cortex,8.0,1.2,2,32.0,7000.0,,,10.1,1200x1920,1200.0,1920.0,224.17,,8.0,,8.0,,,,256GB,Single Sim,not_available,Wi-Fi
343,iBall iTAB BizniZ Mini Tablet,iBall,4.35,6499,Cortex,8.0,1.6,2,32.0,4000.0,,,8.0,1200x1920,1200.0,1920.0,283.02,,5.0,,8.0,,,,Supported,Single Sim,not_available,Wi-Fi
344,iBall Cleo S9 Tablet,iBall,4.2,9000,Quad,4.0,1.4,2,16.0,3500.0,,,7.0,600x1024,600.0,1024.0,169.55,,2.0,,5.0,,,,64GB,Dual Sim,not_available,Wi-Fi
345,iBall iTAB Movie Z Pro,iBall,4.4,14999,SC9863A,4.0,1.6,4,64.0,7000.0,,,10.1,1920x1200,1920.0,1200.0,224.17,,8.0,,13.0,,,,256GB,Single Sim,not_available,Wi-Fi
346,Lenovo Tab M10 (HD),Lenovo,4.5,8899,Snapdragon,8.0,1.8,2,32.0,4850.0,,,10.1,1280x800,1280.0,800.0,149.45,,2.0,,5.0,,,,256GB,Single Sim,not_available,Wi-Fi
347,iKall N7 New Tablet (Wi-Fi Only),iKall,4.1,3489,Quad,4.0,1.3,2,16.0,3000.0,,,7.0,1024x600,1024.0,600.0,169.55,,0.3,,2.0,,Android,6.0,32GB,,,Wi-Fi
348,iKall N9 Tablet (Wi-Fi+3G+16GB),iKall,4.55,3950,Dual,2.0,1.3,2,16.0,3000.0,,,7.0,1024x600,1024.0,600.0,169.55,,2.0,,5.0,,,,32GB,Dual Sim,not_available,Wi-Fi
349,Apple iPad 10.2 Tablet,Apple,4.05,38643,Fusion,4.0,2.34,3,32.0,8827.0,,,10.2,1620x2160,1620.0,2160.0,264.71,,1.2,,8.0,,iOS,13.1,,Single Sim,not_available,Wi-Fi
350,Lenovo Tab M8 Tablet (Wi-Fi + 32GB),Lenovo,4.45,6999,Helio,4.0,2.0,2,32.0,5000.0,,,8.0,800x1280,800.0,1280.0,188.68,,2.0,,8.0,,,,128GB,,not_available,Wi-Fi
351,Apple iPad Mini 2019 (WiFi+4G+64GB),Apple,4.05,45248,Apple,6.0,2.5,,64.0,5124.0,,,7.9,1536x2048,1536.0,2048.0,324.05,,7.0,,8.0,,iOS,12.1,,Single Sim,not_available,Wi-Fi
352,Samsung Galaxy Tab A 10.1 (WiFi + 32GB),Samsung,4.7,12999,Exynos,8.0,1.8,2,32.0,6150.0,45.0,Fast,10.1,1200x1920,1200.0,1920.0,224.17,,5.0,,8.0,,,,32GB,,not_available,Wi-Fi
353,Samsung Galaxy Tab A 8.0 (2019),Samsung,4.05,9999,Exynos,8.0,1.8,2,32.0,5100.0,,,8.0,1280x800,1280.0,800.0,188.68,,5.0,,8.0,,,,512GB,Single Sim,not_available,Wi-Fi
354,iKall N10 Tablet,iKall,4.55,7999,SC9832,4.0,1.2,2,16.0,6000.0,,,10.1,1280x800,1280.0,800.0,149.45,,2.0,,5.0,,,,32GB,Dual Sim,not_available,Wi-Fi
355,Lenovo Tab 4 10 Plus Tablet (WiFi+4G+16GB),Lenovo,4.25,23999,Snapdragon,8.0,2.0,3,16.0,7000.0,,,10.1,1200x1920,1200.0,1920.0,224.17,,5.0,,8.0,,,,Supported,Single Sim,not_available,Wi-Fi
356,iKall N1 Tablet (8GB),iKall,4.0,4999,Quad,4.0,1.1,1,8.0,4000.0,,,8.0,1280x800,1280.0,800.0,188.68,,2.0,,5.0,,,,32GB,Dual Sim,not_available,Wi-Fi
357,iKall N5 Tablet,iKall,4.1,4094,MTK8735,4.0,1.0,2,16.0,3000.0,,,7.0,1024x600,1024.0,600.0,169.55,,2.0,,5.0,,,,32GB,Dual Sim,not_available,Wi-Fi
358,iKall N2 Tablet,iKall,4.25,3499,Single,1.0,1.2,0.512,4.0,2800.0,,,7.0,1024x600,1024.0,600.0,169.55,,0.3,,2.0,,,,32GB,Dual Sim,not_available,Wi-Fi
359,Samsung Galaxy J Max Tablet,Samsung,4.4,6750,Spreadtrum,4.0,1.5,5,8.0,4000.0,,,7.0,1280x800,1280.0,800.0,215.63,,2.0,,8.0,,,,256GB,Dual Sim,not_available,Wi-Fi
360,TCL Tab 10L Gen 2,TCL,4.0,9990,Helio,4.0,1.8,3,32.0,6000.0,,Fast,10.1,800x1280,800.0,1280.0,149.45,,2.0,,2.0,,,,Supported,Single Sim,not_available,Wi-Fi
361,Acer One 8 Tablet 2023,Acer,4.0,12999,Helio,4.0,,3,32.0,5100.0,,,8.7,1340x800,1340.0,800.0,179.38,,2.0,,8.0,,,,Supported,Single Sim,not_available,Wi-Fi
362,Wishtel IRA T1030 4G Tablet,Wishtel,4.0,16383,Octa,8.0,2.0,4,64.0,8000.0,,,10.4,2000x1200,2000.0,1200.0,224.27,,8.0,,13.0,,,,256GB,Dual Sim,not_available,Wi-Fi
363,AGM Pad P1 Tablet,AGM,4.0,16499,Helio,8.0,2.2,8,256.0,7000.0,18.0,Fast,10.36,1200x2000,1200.0,2000.0,225.13,,5.0,,8.0,,,,2TB,Dual Sim,not_available,Wi-Fi
364,iKall N13 Plus,iKall,4.1,7499,Quad,4.0,1.3,3,32.0,4500.0,,,8.0,480x640,480.0,640.0,100.0,,2.0,,5.0,,,,32GB,Single Sim,not_available,Wi-Fi
365,HTC A103 Plus Tablet,HTC,4.0,18990,Helio,8.0,2.0,4,64.0,6000.0,10.0,Fast,10.1,1200x1920,1200.0,1920.0,224.17,,5.0,,5.0,,,,256GB,Dual Sim,not_available,Wi-Fi
366,Teclast T40S Tablet,Teclast,4.25,14990,Helio,8.0,,8,128.0,6000.0,,Fast,10.4,2000x1200,2000.0,1200.0,224.27,,5.0,,13.0,,Android,12.0,1TB,,,Wi-Fi
367,iKall N1 New Tablet,iKall,4.25,3299,Dual,2.0,1.2,0.512,4.0,3000.0,,,7.0,600x1024,600.0,1024.0,169.55,,0.3,,2.0,,,,32GB,Dual Sim,not_available,Wi-Fi
368,iKall N2 Pro New Tablet,iKall,4.6,3199,,,,0.512,4.0,2800.0,,,7.0,1024x600,1024.0,600.0,169.55,,0.3,,2.0,,,,,Dual Sim,not_available,Wi-Fi
369,Doogee R10 Tablet,Doogee,4.3,19990,Helio,8.0,2.2,8,128.0,10800.0,18.0,Fast,10.36,1536x2048,1536.0,2048.0,247.1,,16.0,,20.0,,,,2TB,Dual Sim,not_available,Wi-Fi
370,TCL Tab 11 Tablet,TCL,4.3,15499,Helio,8.0,2.0,4,64.0,8000.0,18.0,Fast,10.95,1200x2000,1200.0,2000.0,213.0,,8.0,,8.0,,,,Supported,Single Sim,not_available,Wi-Fi
371,iKall N16 4G Tablet,iKall,4.0,7199,Octa,8.0,1.6,3,32.0,4000.0,,,8.0,,,,,,5.0,,8.0,,Android,11.0,128GB,,,Wi-Fi
372,iKall N19 4G 2022 Tablet,iKall,4.45,7482,Octa,8.0,1.6,3,32.0,4000.0,,,8.0,,,,,,5.0,,8.0,,,,128GB,Single Sim,not_available,Wi-Fi
373,Huawei MatePad C5E,Huawei,4.5,15999,Kirin,8.0,2.0,4,64.0,5100.0,,,10.1,1200x1920,1200.0,1920.0,224.17,,2.0,,5.0,,,,512GB,,not_available,Wi-Fi
374,Apple iPad Pro 11 2022 Tablet (Wi-Fi + 2TB),Apple,4.45,186124,Apple,8.0,,16,2000.0,7538.0,18.0,Fast,11.0,1668x2388,1668.0,2388.0,264.81,,12.0,,12.0,10.0,iPadOS,16.0,,,not_available,Wi-Fi
375,Apple iPad Pro 12.9 2022 Tablet (Wi-Fi + 1TB),Apple,4.1,170190,Apple,8.0,,16,1000.0,10758.0,18.0,Fast,12.9,2048x2732,2048.0,2732.0,264.68,,12.0,,12.0,10.0,iPadOS,16.0,,,not_available,Wi-Fi
376,Wishtel IRA T1015 4G Tablet,Wishtel,4.75,13000,Octa,8.0,2.0,3,32.0,7000.0,,,10.4,2000x1200,2000.0,1200.0,224.27,,5.0,,8.0,,,,Supported,Dual Sim,not_available,Wi-Fi
377,WishTel IRA T803,WishTel,4.35,11150,Quad,4.0,1.3,2,32.0,5500.0,,,8.0,1280x800,1280.0,800.0,188.68,,5.0,,8.0,,,,Supported,Single Sim,not_available,Wi-Fi
378,Honor Pad X8 Lite,Honor,4.65,15990,Helio,8.0,2.0,,32.0,5100.0,22.5,Fast,9.7,1280x800,1280.0,800.0,155.61,,2.0,,5.0,,,,512GB,,not_available,Wi-Fi
379,Honor Tablet 8,Honor,4.4,15499,Snapdragon,8.0,2.4,4,128.0,7250.0,22.5,Fast,12.0,2000x1200,2000.0,1200.0,194.37,,5.0,,5.0,,,,512GB,,not_available,Wi-Fi
380,DOMO Slate SLP9 Tablet,DOMO,4.1,10439,,,,4,64.0,5020.0,,,10.1,1920x1200,1920.0,1200.0,224.17,,5.0,,13.0,,Android,9.0,,Dual Sim,not_available,Wi-Fi
381,Teclast M40 Pro Tablet,Teclast,4.0,16990,Tiger,8.0,2.0,6,128.0,7000.0,,Fast,10.1,1920x1200,1920.0,1200.0,224.17,,5.0,,8.0,,,,Supported,Dual Sim,not_available,Wi-Fi
382,Teclast M40 Air Tablet,Teclast,4.3,17990,Helio,8.0,2.0,8,128.0,6000.0,18.0,Fast,10.1,1920x1200,1920.0,1200.0,224.17,,5.0,,8.0,,,,1TB,Single Sim,not_available,Wi-Fi
383,iKall N9 Pro Tablet,iKall,4.5,3950,Quad,4.0,1.3,2,16.0,3000.0,,,7.0,1024x600,1024.0,600.0,169.55,,0.3,,2.0,,,,32GB,Dual Sim,not_available,Wi-Fi
384,DOMO Slate SSM25 Tablet,DOMO,4.25,8490,Helio,4.0,1.5,2,32.0,4020.0,,,8.0,1280x800,1280.0,800.0,188.68,,2.0,,5.0,,,,128GB,Dual Sim,not_available,Wi-Fi
385,Lenovo Tab K10 FHD Tablet (Wi-Fi + 32GB),Lenovo,4.4,9899,Helio,8.0,2.0,3,32.0,7500.0,,,10.3,1920x1200,1920.0,1200.0,219.82,,5.0,,8.0,,,,256GB,,not_available,Wi-Fi
386,Apple iPad Pro 12.9 2021 Tablet (1TB),Apple,4.4,171575,Apple,8.0,,16,1000.0,,,,12.9,2048x2732,2048.0,2732.0,264.68,,12.0,,12.0,10.0,iOS,14.5,Not_available,Single Sim,5G,Wi-Fi
387,Honor Pad 7,Honor,4.0,15590,Helio,8.0,2.0,4,64.0,5100.0,,Fast,10.1,1200x1920,1200.0,1920.0,224.17,,2.0,,5.0,,,,512GB,Single Sim,not_available,Wi-Fi
388,Lenovo Tab M10 (Wi-Fi+32GB),Lenovo,4.0,11999,Snapdragon,8.0,1.8,3,32.0,7000.0,,,10.1,1200x1920,1200.0,1920.0,224.17,,5.0,,8.0,,,,Supported,,not_available,Wi-Fi
389,iBall iTAB BizniZ Tablet,iBall,4.5,9990,Cortex,8.0,1.2,2,32.0,7000.0,,,10.1,1200x1920,1200.0,1920.0,224.17,,8.0,,8.0,,,,256GB,Single Sim,not_available,Wi-Fi
