laptop_id,model_name,brand,price_inr,rating,cpu_brand,cpu_tier,cpu_generation,cpu_cores,cpu_threads,ram_gb,ram_type,ssd_gb,hdd_gb,display_size_in,resolution_label,resolution_px,touchscreen,gpu_model,gpu_vram_gb,gpu_dedicated,os,warranty_years
472,Dell Vostro 3520 Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11),Dell,42990,53.0,Intel,Core i5,11.0,4.0,8.0,8.0,DDR4,512,0,15.6,1920x1080,2073600.0,False,UHD Graphics,0,False,Windows 11,1
473,HP 255 G9 724N9EA Laptop (AMD Athlon Silver 3050U/ 4GB/ 256GB SSD/ Win11),HP,21290,,AMD,Athlon,3.0,2.0,2.0,4.0,DDR4,256,0,15.6,1366x768,1049088.0,False,Integrated,0,False,Windows 11,1
474,Lenovo IdeaPad 1 15AMN7 82VG00EQIN Laptop (AMD Athlon 7120U / 8GB/ 512GB SSD/ Win11 Home),Lenovo,26990,,AMD,Athlon,,2.0,2.0,8.0,LPDDR5,512,0,15.6,1366x768,1049088.0,False,Integrated,0,False,Windows 11,1
475,Dell Vostro 3530 Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11),Dell,55700,52.0,Intel,Core i5,13.0,10.0,12.0,8.0,DDR4,512,0,15.6,1920x1080,2073600.0,False,Integrated Graphics,0,False,Windows 11,1
476,Lenovo V14 G4 Laptop (AMD Ryzen 3 7320U / 8GB/ 512GB SSD/ Win11 Home),Lenovo,28990,,AMD,Ryzen 3,7.0,4.0,8.0,8.0,LPDDR5,512,0,14.0,1920x1080,2073600.0,False,Integrated,0,False,Windows 11,1
477,Lenovo Thinkpad E15 G4 21DJA0Y0IN Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),Lenovo,57990,59.0,Intel,Core i7,12.0,10.0,12.0,16.0,DDR4,512,0,15.6,1920x1080,2073600.0,False,Integrated,0,False,Windows 11,1
478,Lenovo V15 G3 82TTA02UIH Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),Lenovo,44990,59.0,Intel,Core i5,12.0,10.0,12.0,8.0,DDR4,512,0,15.6,1920x1080,2073600.0,False,Integrated,0,False,Windows 11,1
479,MSI Creator Z16 HX B13VFTO-215IN Laptop (13th Gen Core i7/ 32GB/ 1TB SSD/ Win11/ RTX4060),MSI,219990,,Intel,Core i7,13.0,16.0,24.0,32.0,DDR5,1024,0,16.0,2560x1600,4096000.0,False,RTX4060,8,True,Windows 11,2
480,Dell Vostro 3525 Laptop (AMD Ryzen 5-5500U/ 8GB/ 512GB SSD/ Win11),Dell,36990,52.0,AMD,Ryzen 5,5.0,6.0,12.0,8.0,DDR4,512,0,15.6,1920x1080,2073600.0,False,Radeon Graphics,0,False,Windows 11,1
481,Asus ROG Strix G16 2023 G614JJ-N3086WS Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),Asus,92990,64.0,Intel,Core i5,13.0,10.0,16.0,16.0,DDR5,512,0,16.0,1920x1200,2304000.0,False,RTX 3050,6,True,Windows 11,1
482,Asus ROG Strix G16 2023 G614JJ-N3088WS Gaming Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),Asus,94990,65.0,Intel,Core i5,13.0,10.0,16.0,16.0,DDR5,1024,0,16.0,1920x1200,2304000.0,False,RTX 3050,6,True,Windows 11,1
483,MSI Creator Pro M16 B13VJ-1272IN Gaming Laptop (13th Gen Core i7/ 32GB/ 1TB SSD/ Win 11/ 8GB Graph),MSI,249990,79.0,Intel,Core i7,13.0,14.0,20.0,32.0,DDR5,1024,0,16.0,1920x1200,2304000.0,False,M1,8,True,Windows 11,2
484,Lenovo IdeaPad Slim 3i 82X70032IN Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),Lenovo,43590,,Intel,Core i3,13.0,5.0,6.0,8.0,LPDDR5,512,0,15.6,1920x1080,2073600.0,False,UHD Graphics,0,False,Windows 11,1
485,HP 240 G9 821J4PA Laptop (12th Gen Core i5/ 8GB/ 512 GB SSD/ Win11),HP,64490,59.0,Intel,Core i5,12.0,10.0,12.0,8.0,DDR4,512,0,14.0,1366x768,1049088.0,False,Integrated,0,False,Windows 11,1
486,Lenovo IdeaPad Flex 5 Gen 8 82XX0070IN Laptop (AMD Ryzen 5 7530U/ 16GB/ 512GB SSD/ Win11 Home),Lenovo,62990,65.0,AMD,Ryzen 5,7.0,6.0,12.0,16.0,LPDDR4X,512,0,14.0,1920x1200,2304000.0,True,Integrated,0,False,Windows 11,1
487,Dell Inspiron 3530 15 Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11 Home),Dell,66450,52.0,Intel,Core i5,13.0,10.0,12.0,16.0,DDR4,1024,0,15.6,1920x1080,2073600.0,False,UHD Graphics,0,False,Windows 11,1
488,Lenovo IdeaPad 3 82H802L3IN Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),Lenovo,35232,54.0,Intel,Core i3,11.0,2.0,4.0,8.0,DDR4,512,0,15.6,1920x1080,2073600.0,False,Integrated,0,False,Windows 11,1
489,HP ZBook Firefly 16 G9 6V2X7PA Workstation PC Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11),HP,124000,69.0,Intel,Core i7,12.0,10.0,12.0,16.0,DDR5,1024,0,16.0,1920x1200,2304000.0,False,Iris Xe Graphics,0,False,Windows 11,1
490,Asus ROG Strix G17 G713RC-HX109WS Gaming Laptop (AMD Ryzen 7 6800H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),Asus,79990,68.0,AMD,Ryzen 7,6.0,8.0,16.0,16.0,DDR5,512,0,17.3,1920x1080,2073600.0,False,RTX 3050,4,True,Windows 11,1
491,Lenovo IdeaPad Slim 3 82H803HPIN Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),Lenovo,47490,55.0,Intel,Core i5,11.0,4.0,8.0,16.0,DDR4,512,0,15.6,1920x1080,2073600.0,False,Iris Xe Graphics,0,False,Windows 11,1
492,HP Victus 15-fa1132TX Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),HP,59990,62.0,Intel,Core i5,12.0,8.0,12.0,8.0,DDR4,512,0,15.6,1920x1080,2073600.0,False,RTX 2050,4,True,Windows 11,1
493,Infinix INBook X2 Slim Series XL23 2023 Laptop (11th Gen Core i5/ 16GB/ 1TB SSD/ Win 11 Home),Infinix,36990,55.0,Intel,Core i5,11.0,4.0,8.0,16.0,LPDDR4X,1024,0,14.0,1920x1080,2073600.0,False,Integrated,0,False,Windows 11,1
494,Lenovo IdeaPad Gaming 3 15IHU6 82K101PCIN Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),Lenovo,50990,60.0,Intel,Core i5,11.0,4.0,8.0,8.0,DDR4,512,0,15.6,1920x1080,2073600.0,False,GTX 2050,4,True,Windows 11,1
495,Acer Aspire Lite 15 AL15-51 Laptop (11th Gen Core i3/16GB/ 512GB SSD/ Win11),Acer,35499,57.0,Intel,Core i3,11.0,2.0,4.0,16.0,DDR4,512,0,15.6,1920x1080,2073600.0,False,UHD Graphics,0,False,Windows 11,1
496,Lenovo Yoga 6 13ABR8 83B2007UIN Laptop (AMD Ryzen 7 7730U/ 16GB/ 1TB SSD/ Win11 Home),Lenovo,86190,66.0,AMD,Ryzen 7,7.0,8.0,16.0,16.0,LPDDR4X,1024,0,13.3,1920x1200,2304000.0,True,Radeon Graphics,0,False,Windows 11,1
497,Lenovo IdeaPad Flex 5 82R900D4IN Laptop (AMD Ryzen 7 5700U/ 16GB/ 512GB SSD/ Win11 Home),Lenovo,64990,60.0,AMD,Ryzen 7,5.0,8.0,16.0,16.0,DDR4,512,0,14.0,1920x1200,2304000.0,True,Integrated,0,False,Windows 11,1
498,Ultimus Neo NU14U3INT54BN Laptop (10th Gen Core i3/ 8GB/ 256GB SSD/Win11 Home),Other,22000,,Intel,Core i3,10.0,2.0,4.0,8.0,DDR4,256,0,14.1,1920x1080,2073600.0,False,Integrated,0,False,Windows 11,1
499,Microsoft Surface Laptop Go 3 (12th Gen Core i5/ 16 GB RAM/ 256 GB SSD/ Win 11),Microsoft,89990,56.0,Intel,Core i5,12.0,10.0,12.0,16.0,DDR4,256,0,12.4,1536x1024,1572864.0,True,Iris Xe Graphics,0,False,Windows 11,1
500,HP Victus 15-fb0158AX Gaming Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),HP,50490,63.0,AMD,Ryzen 5,5.0,6.0,12.0,8.0,DDR4,512,0,15.6,1920x1080,2073600.0,False,Radeon RX 6500M,4,True,Windows 11,1
501,Lenovo Legion Slim 5 16APH8 82Y90042IN Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 512GB SSD/ Win11/ 8GB Graph),Lenovo,128990,78.0,AMD,Ryzen 7,7.0,8.0,16.0,16.0,DDR5,512,0,16.0,2560x1600,4096000.0,False,RTX 4060,8,True,Windows 11,1
502,Lenovo IdeaPad Gaming 3 15IHU6 82K101PBIN Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),Lenovo,50990,63.0,Intel,Core i5,11.0,4.0,8.0,8.0,DDR4,512,0,15.6,1920x1080,2073600.0,False,RTX 2050,4,True,Windows 11,1
503,Lenovo Legion Slim 5 82Y9009KIN Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),Lenovo,114190,75.0,AMD,Ryzen 7,7.0,8.0,16.0,16.0,DDR5,512,0,16.0,1920x1200,2304000.0,False,RTX 4050,6,True,Windows 11,1
504,HP Pavilion x360 14-ek1021TU Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),HP,89990,65.0,Intel,Core i7,13.0,10.0,12.0,16.0,DDR4,512,0,14.0,1920x1080,2073600.0,True,Integrated,0,False,Windows 11,1
505,Lenovo IdeaPad Gaming 3 15IAH7 82S9014LIN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),Lenovo,67990,63.0,Intel,Core i5,12.0,8.0,12.0,16.0,DDR4,512,0,15.6,1920x1080,2073600.0,False,RTX 3050,4,True,Windows 11,1
506,HP Victus 15-fa1062TX Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),HP,97000,66.0,Intel,Core i5,13.0,12.0,16.0,16.0,DDR4,512,0,15.6,1920x1080,2073600.0,False,RTX 4050,6,True,Windows 11,1
507,Lenovo S14 Gen 3 82TW001DIH Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),Lenovo,47990,51.0,Intel,Core i5,12.0,10.0,12.0,8.0,DDR4,512,0,14.0,1920x1080,2073600.0,False,UHD Graphics,0,False,Windows 11,3
508,Lenovo Yoga Pro 7 82Y700A2IN Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home),Lenovo,104900,61.0,Intel,Core i7,13.0,14.0,20.0,16.0,LPDDR5,1024,0,14.5,2560x1600,4096000.0,False,Iris Xe Graphics,0,False,Windows 11,1
509,HP 15-fc0027AU Laptop (AMD Ryzen 3 7320U/ 8GB/ 512GB SSD/ Win11 Home),HP,36990,52.0,AMD,Ryzen 3,7.0,4.0,8.0,8.0,LPDDR5,512,0,15.6,1920x1080,2073600.0,False,Integrated,0,False,Windows 11,1
510,Lenovo Legion Slim 5 16APH8 82Y9008MIN Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 512GB SSD/ Win11/ 8GB Graph),Lenovo,130990,79.0,AMD,Ryzen 7,7.0,8.0,16.0,16.0,DDR5,512,0,16.0,2560x1600,4096000.0,False,RTX 4060,8,True,Windows 11,1
511,Acer Aspire 5 A515-58M NX.KHFSI.003 Gaming Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),Acer,40990,,Intel,Core i3,13.0,5.0,6.0,8.0,DDR5,512,0,15.6,1920x1080,2073600.0,False,UHD Graphics,0,False,Windows 11,1
512,HP Spectre 17-cs0097nr Foldable Laptop (12th Gen Core i7/ 16 GB RAM/ 1 TB SSD/ Win 11),HP,415000,66.0,Intel,Core i7,12.0,10.0,12.0,16.0,DDR4,1024,0,17.0,1920x2560,4915200.0,True,Iris Xe Graphics,0,False,Windows 11,1
513,Asus VivoBook 15 X515MA-BR022WS Laptop (Celeron N4020/ 8GB/ 512GB SSD/ Win11 Home),Asus,27490,,Intel,Celeron,,2.0,2.0,8.0,DDR4,512,0,15.6,1366x768,1049088.0,False,Integrated,0,False,Unspecified,1
514,Fujitsu CH‎ 4ZR1L82433 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),Fujitsu,59806,61.0,Intel,Core i5,13.0,10.0,12.0,16.0,DDR5,512,0,13.3,1920x1080,2073600.0,False,Iris Xe Graphics,0,False,Windows 11,2
515,Asus VivoBook 15 X1500EA-EJ311W Laptop (11th Gen Core i3/ 8GB/ 256GB SSD/ Win11),Asus,28990,53.0,Intel,Core i3,11.0,2.0,4.0,8.0,DDR4,256,0,15.6,1920x1080,2073600.0,False,Integrated,0,False,Windows 11,1
516,Fujitsu CH‎ 4ZR1L82434 Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),Fujitsu,69990,62.0,Intel,Core i7,13.0,10.0,12.0,16.0,DDR5,512,0,13.3,1920x1080,2073600.0,False,Iris Xe Graphics,0,False,Windows 11,2
517,Asus Vivobook 15 X1502ZA-EJ993WS Laptop (12th Gen Core i3/ 16GB/ 512GB SSD/ Win11),Asus,39990,54.0,Intel,Core i3,12.0,6.0,8.0,16.0,DDR4,512,0,15.6,1920x1080,2073600.0,False,Integrated,0,False,Windows 11,1
518,Asus Vivobook 15X OLED M3504YA-LK752WS Laptop (AMD Ryzen 7 7730U/ 16GB/ 1TB SSD/ Win11 Home),Asus,62990,63.0,AMD,Ryzen 7,7.0,8.0,16.0,16.0,DDR4,1024,0,15.6,1920x1080,2073600.0,False,M3,0,False,Windows 11,1
519,Asus Vivobook 15 X1504ZA-NJ542WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),Asus,50990,56.0,Intel,Core i5,12.0,10.0,12.0,16.0,DDR4,512,0,15.6,1920x1080,2073600.0,False,Iris Xe Graphics,0,False,Windows 11,1
522,HP 15s-fq3066TU Laptop (Intel Celeron N4500/ 8GB/ 512GB SSD/ Win11 Home),HP,28990,,Intel,Celeron,,2.0,2.0,8.0,DDR4,512,0,15.6,1366x768,1049088.0,False,Integrated,0,False,Windows 11,1
523,Asus Vivobook Pro 15 M6500RC-HN741WS Laptop (AMD Ryzen 7 6800H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),Asus,72990,66.0,AMD,Ryzen 7,6.0,8.0,16.0,16.0,LPDDR5,512,0,15.6,1920x1080,2073600.0,False,RTX 3050,4,True,Windows 11,1
524,HP Victus 15-fb1016AX  Gaming Laptop (AMD Ryzen 5 7535HS/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),HP,62500,63.0,AMD,Ryzen 5,7.0,6.0,12.0,8.0,DDR5,512,0,15.6,1920x1080,2073600.0,False,RTX 2050,4,True,Windows 11,1
525,Lenovo Ideapad 3 15ITL06 82H803GUIN Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),Lenovo,36890,,Intel,Core i3,11.0,2.0,4.0,8.0,DDR4,512,0,15.6,1920x1080,2073600.0,False,UHD Graphics,0,False,Windows 11,1
526,Lenovo IdeaPad Flex 5 82Y00053IN Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),Lenovo,87990,55.0,Intel,Core i7,13.0,10.0,12.0,16.0,DDR4,512,0,14.0,1920x1200,2304000.0,True,Iris Xe Graphics,0,False,Windows 11,1
527,Lenovo Yoga 7 82YM0074IN Laptop (AMD Ryzen 7 7735U/ 16GB/ 1TB SSD/ Win11 Home),Lenovo,94190,75.0,AMD,Ryzen 7,7.0,8.0,16.0,16.0,DDR5,1024,0,14.0,2880x1800,5184000.0,True,Radeon Graphics,0,False,Windows 11,1
528,Lenovo IdeaPad 3 82H803HRIN Laptop (11th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),Lenovo,59990,55.0,Intel,Core i7,11.0,4.0,8.0,16.0,DDR4,512,0,15.6,1920x1080,2073600.0,False,Iris Xe Graphics,0,False,Windows 11,1
529,HP 250 G9 7N179PA Laptop (12th Gen Core i5/ 8 GB RAM/ 512 GB SSD/ Win 11),HP,49990,53.0,Intel,Core i5,12.0,10.0,12.0,8.0,DDR4,512,0,15.6,1366x768,1049088.0,False,Iris Xe Graphics,0,False,Windows 11,1
530,Asus Vivobook Pro 15 M6500QC-HN551WS Laptop (AMD Ryzen 5 5600HS/ 16 GB RAM/ 1 TB SSD/ Win 11/ 4 GB Graphics),Asus,69990,59.0,AMD,Ryzen 5,5.0,6.0,12.0,16.0,DDR4,1024,0,15.6,1920x1080,2073600.0,False,RTX 3050,4,True,Windows 11,1
531,Lenovo Thinkpad E15 21E6S07S00 Laptop (12th Gen Core i5/ 16 GB RAM/ 512 GB SSD/ Win 11),Lenovo,77990,59.0,Intel,Core i5,12.0,10.0,12.0,16.0,DDR4,512,0,15.6,1920x1080,2073600.0,False,Iris Xe Graphics,0,False,Windows 11,1
532,Asus Vivobook Pro 15 M6500QC-HN751WS Laptop (AMD Ryzen 7 5800HS/ 16 GB RAM/ 1 TB SSD/ Win 11/ 4 GB Graphics),Asus,72990,60.0,AMD,Ryzen 7,5.0,8.0,16.0,16.0,DDR4,1024,0,15.6,1920x1080,2073600.0,False,RTX 3050,4,True,Windows 11,1
533,Lenovo Ideapad Slim 5 82XF007CIN Laptop (13th Gen Core i5/ 16 GB RAM/ 1 TB SSD/ Win 11),Lenovo,71990,53.0,Intel,Core i5,13.0,12.0,16.0,16.0,DDR4,1024,0,16.0,1920x1200,2304000.0,False,Iris Xe Graphics,0,False,Windows 11,1
534,HP 255 G9 841W6PA Laptop (AMD Ryzen 3 3250U/ 8 GB RAM/ 512 GB SSD/ FreeDOS),HP,23999,,AMD,Ryzen 3,3.0,2.0,4.0,8.0,DDR4,512,0,15.6,1366x768,1049088.0,False,Radeon Graphics,0,False,DOS,1
535,Lenovo IdeaPad Slim 5i 83BG000DIN Laptop (12th Gen Core i5/ 16 GB RAM/ 512 GB SSD/ Win 11),Lenovo,62190,54.0,Intel,Core i5,12.0,8.0,12.0,16.0,DDR4,512,0,16.0,1920x1200,2304000.0,False,UHD Graphics,0,False,Windows 11,1
536,Asus Vivobook 16X 2023 K3605ZC-MBN752WS Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home/ 4GB Graph),Asus,82990,69.0,Intel,Core i7,12.0,10.0,16.0,16.0,DDR4,1024,0,16.0,1920x1200,2304000.0,False,RTX 3050,4,True,Windows 11,1
537,Lenovo IdeaPad Slim 3 82RK00VVIN Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),Lenovo,37990,,Intel,Core i3,12.0,6.0,8.0,8.0,DDR4,512,0,15.6,1920x1080,2073600.0,False,UHD Graphics,0,False,Windows 11,1
538,Gigabyte G5 MF-F2IN313SH Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),Gigabyte,71990,64.0,Intel,Core i5,12.0,8.0,12.0,16.0,DDR4,512,0,15.6,1920x1080,2073600.0,False,RTX 4050,6,True,Windows 11,2
539,HP Victus 15-FB1001AX Gaming Laptop (AMD Ryzen 5 7535HS/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),HP,54990,66.0,AMD,Ryzen 5,7.0,6.0,12.0,8.0,DDR5,512,0,15.6,1920x1080,2073600.0,False,RTX 2050,4,True,Windows 11,1
540,Dell Inspiron 3530 IN3530RW8JY001ORS1 Laptop (13th Gen Core i5/ 8GB/ 1TB SSD/ Win11 Home),Dell,57890,,Intel,Core i5,13.0,10.0,12.0,8.0,DDR4,1024,0,15.6,1920x1080,2073600.0,False,UHD Graphics,0,False,Windows 11,1
541,Dell Inspiron 3520 IN3520KTMFJS1ORGR1 Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),Dell,38990,50.0,Intel,Core i3,11.0,2.0,4.0,8.0,DDR4,512,0,15.6,1920x1080,2073600.0,False,UHD Graphics,0,False,Windows 11,1
542,Acer Aspire 7 A715-76G NH.QMYSI.001 Gaming Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),Acer,51990,64.0,Intel,Core i5,12.0,8.0,12.0,8.0,DDR4,512,0,15.6,1920x1080,2073600.0,False,RTX 2050,4,True,Windows 11,1
543,Lenovo Legion 9i 2023 Laptop (13th Gen Core i9/ 32GB/ 1TB SSD/ Win11/ 16GB Graph),Lenovo,399999,,Intel,Core i9,13.0,24.0,32.0,32.0,DDR5,1024,0,16.0,3200x2000,6400000.0,False,RTX 4090,16,True,Windows 11,1
544,Asus TUF Gaming F15 90NR0GW1-M00F00 Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 4GB Graph),Asus,86990,60.0,Intel,Core i7,12.0,,20.0,16.0,DDR5,1024,0,15.6,1920x1080,2073600.0,False,RTX 3050,0,True,Windows 11,1
545,HP 250 G9 7M659PA Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),HP,34990,57.0,Intel,Core i3,12.0,6.0,8.0,8.0,DDR4,512,0,15.6,1366x768,1049088.0,False,Integrated,0,False,Windows 11,1
546,Asus Vivobook 16 2023 X1605ZAB-MB322WS Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),Asus,40739,53.0,Intel,Core i3,12.0,6.0,8.0,8.0,DDR4,512,0,16.0,1920x1200,2304000.0,False,Integrated,0,False,Windows 11,1
547,Asus Vivobook 16X 2023 K3605ZV-MBN741WS Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11),Asus,99990,69.0,Intel,Core i7,12.0,10.0,16.0,16.0,DDR4,512,0,16.0,1920x1200,2304000.0,False,Integrated,0,False,Windows 11,1
548,Asus Chromebook CX1400FKA-EC0158 Laptop (Celeron N4500/ 4GB/ 64GB eMMC/ Chrome OS),Asus,25751,,Intel,Celeron,,2.0,2.0,4.0,LPDDR4X,64,0,14.0,1920x1080,2073600.0,True,Integrated,0,False,Chrome OS,1
549,Asus Chromebook CX1400CKA-EK0257 Laptop (Celeron N4500/ 4GB/ 64GB eMMC/ Chrome OS),Asus,14990,,Intel,Celeron,,2.0,2.0,4.0,LPDDR4X,64,0,14.0,1920x1080,2073600.0,False,Integrated,0,False,Chrome OS,1
550,Lenovo IdeaPad 1 15IGL7 82V700BSIN Laptop (Celeron N4020/ 8GB/ 256GB SSD/ Win11 Home),Lenovo,26490,,Intel,Celeron,4.0,2.0,2.0,8.0,DDR4,256,0,15.6,1366x768,1049088.0,False,UHD Graphics,0,False,Windows 11,1
551,Gigabyte G6 KF Gaming Laptop (13th Gen Core i7/ 16 GB RAM/ 512 GB SSD/ Win 11/ 8 GB Graphics),Gigabyte,130000,68.0,Intel,Core i7,13.0,10.0,16.0,16.0,DDR4,512,0,16.0,1920x1200,2304000.0,False,RTX 4060,8,True,Windows 11,1
552,HP 15s-eq2132AU Laptop (AMD Ryzen 5 5500U/ 16GB/ 512GB SSD/ Win11 Home),HP,46150,59.0,AMD,Ryzen 5,5.0,6.0,12.0,16.0,DDR4,512,0,15.6,1920x1080,2073600.0,False,Integrated,0,False,Windows 11,1
553,Gigabyte G5 KF-E3IN313SH Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 8GB Graph),Gigabyte,86990,69.0,Intel,Core i5,12.0,12.0,16.0,8.0,DDR5,512,0,15.6,1920x1080,2073600.0,False,RTX 4060,8,True,Windows 11,2
554,Lenovo IdeaPad Flex 5 82Y0004YIN Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),Lenovo,59190,55.0,Intel,Core i3,13.0,6.0,8.0,8.0,LPDDR4x,512,0,14.0,1920x1200,2304000.0,True,UHD Graphics,0,False,Windows 11,1
555,Lenovo ThinkBook 15 G3 ACL 21A4003KUS Laptop (AMD Ryzen 7 5700U/ 16GB/ 512 GB SSD/ Win11 Home),Lenovo,48990,55.0,AMD,Ryzen 7,5.0,8.0,16.0,16.0,DDR4,512,0,15.6,1920x1080,2073600.0,False,Integrated,0,False,Windows 11,1
556,Lenovo IdeaPad Slim 5 16IAH8 83BG000PIN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),Lenovo,62190,60.0,Intel,Core i5,12.0,8.0,12.0,16.0,LPDDR5,512,0,16.0,1920x1200,2304000.0,False,UHD Graphics,0,False,Windows 11,1
557,Lenovo IdeaPad Slim 5 82XX007MIN Laptop (AMD Ryzen 7 7730U/ 16GB/ 512GB SSD/ Win11),Lenovo,69190,64.0,AMD,Ryzen 7,7.0,8.0,16.0,16.0,DDR4,512,0,14.0,1920x1200,2304000.0,False,Integrated,0,False,Windows 11,1
558,Lenovo IdeaPad Slim 5 14IAH8 83BF000UIN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),Lenovo,59690,56.0,Intel,Core i5,12.0,8.0,12.0,16.0,LPDDR5,512,0,14.0,1920x1080,2073600.0,False,UHD Graphics,0,False,Windows 11,1
559,Acer Predator Helios Neo 16 2023 PHN16-71 Gaming Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),Acer,179990,73.0,Intel,Core i9,13.0,24.0,32.0,16.0,DDR5,1024,0,16.0,1920x1200,2304000.0,False,RTX 4070,8,True,Windows 11,1
560,Lenovo IdeaPad Slim 5 82XE0072IN Laptop (AMD Ryzen 7 7730U/ 16GB/ 512GB SSD/ Win11),Lenovo,61190,64.0,AMD,Ryzen 7,7.0,8.0,16.0,16.0,DDR4,512,0,14.0,1920x1200,2304000.0,False,Integrated,0,False,Windows 11,1
561,Lenovo IdeaPad Slim 3 82XQ008UIN Laptop (AMD Ryzen 5 7520U/ 8GB/ 512GB SSD/ Win11 Home),Lenovo,41290,54.0,AMD,Ryzen 5,7.0,4.0,8.0,8.0,LPDDR5,512,0,15.6,1920x1080,2073600.0,False,Integrated,0,False,Windows 11,1
562,Lenovo IdeaPad Slim 3 82XQ0096IN Laptop (AMD Ryzen 5 7520U/ 16GB/ 512GB SSD/ Win11 Home),Lenovo,45990,56.0,AMD,Ryzen 5,7.0,4.0,8.0,16.0,LPDDR5,512,0,15.6,1920x1080,2073600.0,False,Integrated,0,False,Windows 11,1
563,Lenovo V15 G3 IAP 82TT004VIH Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ DOS),Lenovo,43400,52.0,Intel,Core i5,12.0,10.0,12.0,8.0,DDR4,512,0,15.6,1920x1080,2073600.0,False,Integrated,0,False,DOS,1
564,Asus Vivobook 14X OLED 2023 K3405VCB-KM951WS Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11/4 GB Graphics),Asus,109990,73.0,Intel,Core i9,13.0,14.0,20.0,16.0,DDR4,1024,0,14.0,2880x1800,5184000.0,False,RTX 3050,4,True,Windows 11,1
565,Asus Vivobook 16X K3605ZC-MBN541WS Laptop (12th Gen Core i5/ 16 GB RAM/ 512 GB SSD/ Win 11/ 4 GB Graphics),Asus,67990,62.0,Intel,Core i5,12.0,8.0,12.0,16.0,DDR4,512,0,16.0,1920x1200,2304000.0,False,RTX 3050,4,True,Windows 11,1
